edrpou,official_address,mail_address,email,fax
23221330,27142 Кіровоградська Новоукраїнський Мала Тимошівка Шевченка буд. 24,27142 Кіровоградська Новоукраїнський Мала Тимошівка Шевченка буд. 24,malotimoshovskasr@ukr.net,
04340744,87010 Донецька Володарський Малоянисоль Леніна буд. 46,87010 Донецька Володарський Малоянисоль Леніна буд. 46,M_selsovet @ mail. ru.,(06246) 26399
20856559,81077 Львівська Яворівський Мальчиці Центральна буд. 220,81077 Львівська Яворівський Мальчиці Центральна буд. 220,malchyci@meta.ua,0325936223
04386717,35212 Рівненська Демидівський Малеве Набережна буд. 5,35212 Рівненська Демидівський Малеве Набережна буд. 5,malevo_sr@ukr.net,(03637)42624
04415426,16032 Чернігівська Новгород-Сіверський Мамекине Центральна буд. 102,16032 Чернігівська Новгород-Сіверський Мамекине Центральна буд. 102,Mamekino-SR@Rambler.ru,(04658)35324
04340493,87400 Донецька Першотравневий Мангуш Леніна буд. 66,87400 Донецька Першотравневий Мангуш Леніна буд. 66,mangush_sovet@mail.ru,062972-41-98
23251689,44600 Волинська Маневицький Маневичі Незалежності буд. 30,44600 Волинська Маневицький Маневичі Незалежності буд. 30,manevrada@ukrpost.ua,(03376) 2-22-45
04333193,44600 Волинська Маневицький Маневичі Незалежності буд. 19,44600 Волинська Маневицький Маневичі Незалежності буд. 19,manevychi.rada@ukr.net,(03376) 21 745
21054508,39120 Полтавська Козельщинський с. Верхня Мануйлівка Горького буд. 40,39120 Полтавська Козельщинський с. Верхня Мануйлівка Горького буд. 40,manuilovka@ukr.net,0534293131
04367246,26207 Кіровоградська Маловисківський Мануйлівка Водолазко буд. 67,26207 Кіровоградська Маловисківський Мануйлівка Водолазко буд. 67,mansilrada@ukr.net,(05-258) 4-53-44
25659869,20100 Черкаська Маньківський Маньківка Шевченка буд. 9,20100 Черкаська Маньківський Маньківка Шевченка буд. 9,mank_rada@ck.ukrtel.net,(04748)61990
04326299,24422 Вінницька Бершадський Маньківка Шевченка буд. 2,24422 Вінницька Бершадський Маньківка Шевченка буд. 2,sr.mankivka@gmail.com,0435259598
04334933,45744 Волинська Горохівський Мар'янівка Незалежності буд. 26,45744 Волинська Горохівський Мар'янівка Незалежності буд. 26,maryanivka.rada@gmail.com,0337998087
04344506,12725 Житомирська Баранівський Мар'янівка Дзержинського буд. 16,12725 Житомирська Баранівський Мар'янівка Дзержинського буд. 16,Aleksandrrda@mail.ru,0414473235
04525099,51261 Дніпропетровська Новомосковський Мар'янівка Центральна буд. 18,51261 Дніпропетровська Новомосковський Мар'янівка Центральна буд. 18,nmmaryansil@mail.dp.gov.ua,0569355936
04368814,97023 Автономна Республіка Крим Красногвардійський село Мар'янівка вул.77 Дивізії буд. 12,97023 Автономна Республіка Крим Красногвардійський село Мар'янівка вул.77 Дивізії буд. 12,sovet@marian.kr.strace.net,0-(6556)-7-12-44
22526748,37412 Полтавська Гребінківський Мар'янівка Гребінки буд. 25 б,37412 Полтавська Гребінківський Мар'янівка Гребінки буд. 25 б,mr-rada@ukr.net,
25482448,71013 Запорізька Куйбишевський Мар'янівка Чапаєва буд. 46,71013 Запорізька Куйбишевський Мар'янівка Чапаєва буд. 46,marjanovka2011@yandex.ru,00000000000
04364673,26240 Кіровоградська Маловисківський Мар`янівка просп. Ілліча буд. 22,26240 Кіровоградська Маловисківський Мар'янівка просп. Ілліча буд. 22,Відсутня,(05-258) 5-45-44
20644515,26041 Кіровоградська Новомиргородський Мар' ївка Тараса Шевченка буд. 20,26041 Кіровоградська Новомиргородський Мар' ївка Тараса Шевченка буд. 20,marivka_sr@meta.ua,(05256) 4-25-17
04364970,28410 Кіровоградська Компаніївський Мар'ївка Леніна  буд. 1,28410 Кіровоградська Компаніївський Мар'ївка Леніна  буд. 1,Відсутня,0524020930
05555592,85600 Донецька Мар'їнський Мар'їнка Ворошилова буд. 12,85600 Донецька Мар'їнський Мар'їнка Ворошилова буд. 12,voloshina.anuta@yandex.ru,0627851584
26040439,85600 Донецька Мар'їнський Мар'їнка Шевченка буд. 3,85600 Донецька Мар'їнський Мар'їнка Шевченка буд. 3,msovet1@rambler.ru,(0278) 5-18-69
22989744,30019 Хмельницька Славутський Марачівка Пушкіна буд. 47-А,30019 Хмельницька Славутський Марачівка Пушкіна  буд. 47-А,silradam@ukr.net,03842-2-25-52
04388001,34655 Рівненська Березнівський Маринин Шевченка буд. 32,34655 Рівненська Березнівський Маринин Шевченка буд. 32,marynyn-sr@ukr.net,(03653)29842
04332124,45500 Волинська Локачинський Марковичі Центральна буд. 54,45500 Волинська Локачинський Марковичі Центральна буд. 54,Markovichi21@gmail.com,0337421415
20089195,22872 Вінницька Немирівський Марксове Леніна буд. 119,22872 Вінницька Немирівський Марксове Леніна буд. 119,marksowo-rada@mail.ru,(04331) 5-12-12
20647933,27011 Кіровоградська Добровеличківський Маркове Центральна буд. 10,27011 Кіровоградська Добровеличківський Маркове Центральна буд. 10,dobrov@dv.kw.ukrtel.net,05253-5-13-76
04354031,78273 Івано-Франківська Коломийський Марківка Січових Стрільців буд. 88,78273 Івано-Франківська Коломийський Марківка Січових Стрільців буд. 88,Markivka_sr@ukr.net,(03433)95020
04331484,23333 Вінницька Тиврівський Марківка О.Кошового буд. 4,23333 Вінницька Тиврівський Марківка О.Кошового буд. 4,Відсутня,0435527540
04367045,26143 Кіровоградська Новоархангельський с.Мартинівка Червона буд. 2,26143 Кіровоградська Новоархангельський с.Мартинівка Червона буд. 2,martsrada@na.kw.ukrtel.net,0525521947
04366844,26033 Кіровоградська Новомиргородський Мартоноша Миру буд. 74,26033 Кіровоградська Новомиргородський Мартоноша Миру буд. 74,martonosha@mail.ru,(05256) 4-25-02
04363952,27123 Кіровоградська Новоукраїнський Мар'янопіль Центральна буд. 75,27123 Кіровоградська Новоукраїнський Мар'янопіль Центральна буд. 75,marjanopol@gmail.com,
33852448,87500 Донецька Маріуполь Маріуполь пр. Леніна буд. 70 кiмната 12,87500 Донецька Маріуполь Маріуполь пр. Леніна буд. 70 кiмната 12,gorsovet@marsovet.org.ua,(0629)534946
25891324,72222 Запорізька Веселівський Матвіївка Жовтнева буд. 28,72222 Запорізька Веселівський Матвіївка Жовтнева буд. 28,mat-rada@meta.ua,0613621541
24906248,70035 Запорізька Вільнянський Матвіївка Леніна буд. 77-а,70035 Запорізька Вільнянський Матвіївка Леніна буд. 77-а,tszub@mail.ru,0614394291
04354048,78267 Івано-Франківська Коломийський Матеївці Відродження буд. 10,78267 Івано-Франківська Коломийський Матеївці Відродження буд. 10,mateivsr@gmail.com,(03433) 92197
21047572,39400   Машівка Леніна буд. 113,39400 Полтавська Машівський Машівка Леніна буд. 113,mashradapl@ukr.net,(05364) 9-15-52
21047618,39400 Полтавська Машівський Машівка Леніна буд. 93,39400 Полтавська Машівський Машівка Леніна буд. 93,mashselrada@ukr.net,05364 9-10-65
05383684,44343 Волинська Любомльський Машів Радянська буд. 28,44343 Волинська Любомльський Машів Радянська буд. 28,mashiv.lbm@gmail.com,0337733142
04332294,45630 Волинська Луцький Маяки 17-го Вересня буд. 77,45630 Волинська Луцький Маяки 17 -го Вересня буд. 77,mayakivskarada@i.ua,0332   244360
21043634,39362 Полтавська Новосанжарський Маячка Локшина буд. 8,39362 Полтавська Новосанжарський Маячка Локшина буд. 8,maiachka@meta.ua,05344 97542
21062867,37536 Полтавська Лубенський Мгар Леніна буд. 109а,37536 Полтавська Лубенський Мгар Леніна буд. 109а,Mgarska@bk.ru,0536199131
04368530,96447 Республіка Крим Чорноморський Медведеве Нова буд. 26 кiмната -,96447 Республіка Крим Чорноморський Медведеве Нова буд. 26 кiмната -,medvedevo@meta.ua,(06558) 98-631
04327324,22822 Вінницька Немирівський Медвежа Леніна буд. 6а,22822 Вінницька Немирівський Медвежа Леніна буд. 6а,medverad@ukr.net,0433136546
04387007,35808 Рівненська Острозький Межиріч Вигін  буд. 1,35808 Рівненська Острозький Межиріч Вигін  буд. 1,ostrohrayrada2@ukr.net,(03654) 2-20-52
04333566,44514 Волинська Камінь-Каширський Мельники-Мостище Ладана буд. 2,44514 Волинська Камінь-Каширський Мельники-Мостище Ладана буд. 2,melniki-mostiche@ukr.net,0335791742
04327330,22860 Вінницька Немирівський Мельниківці Пролетарська буд. 2,22860 Вінницька Немирівський Мельниківці Пролетарська буд. 2,melrada@ukr.net,0433137331
04398206,63055 Харківська Валківський Мельникове Радянська буд. 5,63055 Харківська Валківський Мельникове Радянська буд. 5,Відсутня,05753-6-93-35
04334028,45080 Волинська Ковельський Мельниця Листопадова буд. 2,45080 Волинська Ковельський Мельниця Листопадова буд. 2,Melnycia.sr@gmail.com,(03352) 91-1-18
25716722,72312 Запорізька Мелітопольський Мелітополь К.Маркса буд. 5,72312 Запорізька Мелітопольський Мелітополь К.Маркса буд. 5,rada@mlt.gov.ua,(0619)420066
04061777,15600 Чернігівська Менський Мена Урицького буд. 7,15600 Чернігівська Менський Мена Урицького буд. 7,miskrada@cg.ukrtel.net,(04644)21641
24842169,15600 Чернігівська Менський Мена Червона площа буд. 6,15600 Чернігівська Менський Мена Червона площа буд. 6,merrada@cg.ukrtel.net,04644 21239
25484476,72214 Запорізька Веселівський  Менчикури Котовського буд. 8,72215 Запорізька Веселівський Менчикури Котовського буд. 8,ss.mench@yandex.ua,0-6136-2-14-36
04335039,45766 Волинська Горохівський Мерва Б.Хмельницького буд. 15 кiмната а,45766 Волинська Горохівський Мерва Б.Хмельницького буд. 15 кiмната а,merva.rada@gmail.com,0337997565
13483164,87323 Донецька Амвросіївський Металіст Молодіжна буд. 2-а,87323 Донецька Амвросіївський Металіст Молодіжна буд. 2-а,sovet@amvr.dc.ukrtel.net,0625923346
04332806,44452 Волинська Старовижівський Мизове Б.Хмельницького буд. 57,44452 Волинська Старовижівський Мизове Б.Хмельницького буд. 57,myzivska@gmail.com,0334691545
04334867,44710 Волинська Володимир-Волинський Микитичі Молодіжна буд. 25,44710 Волинська Володимир-Волинський Микитичі Молодіжна буд. 25,mykytychisr@gmail.com,0334299142
04353066,70401 Запорізька Запорізький Миколай-Поле Центральна буд. 76,70401 Запорізька Запорізький Миколай-Поле Центральна буд. 76,nikolay-pole@mail.ru,(061)287-44-25
26565573,(0512)- 37-44-06 Миколаївська  м. Миколаїв вул. Адміральська буд. 20,54027 Миколаївська  м. Миколаїв вул. Адміральська буд. 20,sov@nikgor.mk.ua,(0512)- 37-44-06
25696652,54001 Миколаївська  Миколаїв Адміральська буд. 22 кiмната 319,54001 Миколаївська  Миколаїв Адміральська буд. 22 кiмната 319,post@mk-oblrada.gov.ua,(0512) 37-25-23
24784176,54036 Миколаївська Центральний місто Миколаїв Одеське шосе  буд. 18/А,54036 Миколаївська Центральний місто Миколаїв Одеське шосе  буд. 18/А,mykrada@mail.ru,0512-48-05-49
04339712,53742 Дніпропетровська Широківський Карпівка Центральна  буд. 97 А,53742 Дніпропетровська Широківський Карпівка Центральна  буд. 97 А,serbinats-karpovka@yandex.ua,(05657) 2-65-68
04340431,51254 Дніпропетровська Новомосковський Миколаївка Радянська буд. 50А,51254 Дніпропетровська Новомосковський Миколаївка Радянська буд. 50А,nikolaevskiyss@rambler.ru,(05693)50936
04339758,52061 Дніпропетровська Дніпропетровський Миколаївка Центральна буд. 31г кiмната 2,52061 Дніпропетровська Дніпропетровський Миколаївка Центральна буд. 31г кiмната 2,nikolaevskasilrada@rambler.ru,(0562)711-55-42
04365025,27634  Кіровоградська Кіровоградський Миколаївка Леніна буд. 56-А,27634  Кіровоградська Кіровоградський Миколаївка Леніна буд. 56-А,mukolaysr@mail.ru,(0522)312720
04354657,78590 Івано-Франківська Яремча Микуличин Грушевського буд. 70,78590 Івано-Франківська Яремча Микуличин Грушевського буд. 70,mykulychyn@ukr.net,(03434)39230
04364354,27530 Кіровоградська Світловодський Микільське Піонерська буд. 20,27530 Кіровоградська Світловодський Микільське Піонерська буд. 20,org@srda.gov.ua,(05236)5-03-48
04332710,45117 Волинська Рожищенський Мильськ Першотравнева буд. 27,45117 Волинська Рожищенський Мильськ Першотравнева буд. 27,mulsk.rozhadm@gmail.com,0336896493
04333098,44820 Волинська Турійський Миляновичі Центральна буд. 18,44820 Волинська Турійський Миляновичі Центральна буд. 18,mulyanovuchi@i.ua,03363 29-41-42
04387013,35830 Рівненська Острозький Милятин Шевченка буд. 71,35830 Рівненська Острозький Милятин Шевченка буд. 71,ostrohrayrada2@ukr.net,(03654) 62-2-45
04335281,45347 Волинська Іваничівський Милятин Жилякова буд. 34,45347 Волинська Іваничівський Милятин Жилякова буд. 34,myljat-rada@ukr.net,
21051131,37600 Полтавська Миргородський Миргород Незалежності буд. 17,37600 Полтавська Миргородський Миргород Незалежності буд. 17,mirgorod_miskrada@ukrpost.net,"Тел.: 5-25-01, факс: (05355) 5-22-21"
21051438,37600 Полтавська Миргородський Миргород Гоголя буд. 120,37600 Полтавська Миргородський Миргород Гоголя буд. 120,mirgrada@ukr.net,05355-52667
04335051,45732 Волинська Горохівський Мирків Шпагіна буд. 14,45732 Волинська Горохівський Мирків Шпагіна буд. 14,murkiv.rada@gmail.com,0337993142
04526986,67652 Одеська Біляївський Мирне Леніна буд. 96-В,67652 Одеська Біляївський Мирне Леніна буд. 96-В,radamr@ukr.net,0485239542
04335045,45711 Волинська Горохівський Мирне Леніна буд. 17,45711 Волинська Горохівський Мирне Леніна буд. 17,murne.rada@gmail.com,0337992342
04363656,08361 Київська Бориспільський Мирне Леніна буд. 5,08361 Київська Бориспільський Мирне Леніна буд. 5,msrada@ukr.net,0459531636
24911427,70560 Запорізька Оріхівський Мирне Ясана буд. 12,70560 Запорізька Оріхівський Мирне Ясана буд. 12,mirne.rada@mail.ru,0614149642
24504047,97492 Автономна Республіка Крим м. Євпаторія смт Мирний Сирнікова  буд. 25а,97492 Автономна Республіка Крим м. Євпаторія смт Мирний Сирнікова  буд. 25а,donuzlav@list.ru,(06569) 48021
04405366,31160 Хмельницька Старокостянтинівський Миролюбне Радянська буд. 18,31160 Хмельницька Старокостянтинівський Миролюбне Радянська буд. 18,mir-s-rada@yandex.ru,(03854)71380
25946404,84791 Донецька Дебальцеве Миронівський Леніна буд. 16,84791 Донецька Дебальцеве Миронівський Леніна буд. 16,ispolcom-mironovka@yandex.ua,06249 5-84-89
04364348,27540 Кіровоградська Світловодський Миронівка Леніна буд. 55-в,27540 Кіровоградська Світловодський Миронівка Леніна буд. 55-в,org@srda.gov.ua,(05236)7-41-82
04406704,30344 Хмельницька Ізяславський Мислятин Горинська буд. 21 А,30344 Хмельницька Ізяславський Мислятин Горинська буд. 21 А,ms-rada@i.ua,(03852)32-542
04404384,31062 Хмельницька Красилівський Митинці Леніна буд. 83,31062 Хмельницька Красилівський Митинці Леніна буд. 83,mytynrada@krasylivrada.km.ua,(03855) 9-65-02
04369203,97133 Республіка Крим Нижньогірський Митрофанівка Шкільна буд. 7а,97133 Республіка Крим Нижньогірський Митрофанівка Шкільна буд. 7а,mitr.sov@yandex.ru,06550-29-6-40
04367163,28210 Кіровоградська Новгородківський Митрофанівка Центральна буд. 6,28210 Кіровоградська Новгородківський Митрофанівка Центральна буд. 6,mitrofrada@ukr.net,(05241)9-42-43
21048821,38013 Полтавська Шишацький Михайлики Леніна буд. 34,38013 Полтавська Шишацький Михайлики Леніна буд. 34,Відсутня,0535297645
21045024,38312 Полтавська Великобагачанський Михайлівка Гагаріна буд. 2,38312 Полтавська Великобагачанський Михайлівка Гагаріна буд. 2,myh-sr@ukr.net,
22209143,09821 Київська Тетіївський Михайлівка Центральна буд. 7,09821 Київська Тетіївський Михайлівка Центральна буд. 7,raj_tetv@ukr.net,04560 2-05-24
20508901,72002 Запорізька Михайлівський Михайлівка Леніна буд. 36,72002 Запорізька Михайлівський Михайлівка Леніна буд. 36,tornado@zp.ukrtel.net,(061-32) 2-27-58
04336961,94790 Луганська Ровеньки Михайлівка Молодіжна буд. 8,94790 Луганська Ровеньки Михайлівка Молодіжна буд. 8,mihailowsky.possowet@yandex.ua,(06433)51578
25214512,72000 Запорізька Михайлівський смт Михайлівка Леніна буд. 22,72000 Запорізька Михайлівський смт Михайлівка Леніна буд. 22,possovet@meta.ua,0613221985
04367973,97115 Республіка Крим Нижньогірський Михайлівка пр. Черфаса буд. 30,97115 Республіка Крим Нижньогірський Михайлівка пр. Черфаса буд. 30,mixsovet@mail.ru,0655028175
04329582,24463 Вінницька Бершадський Михайлівка Скалецького буд. 2,24463 Вінницька Бершадський Михайлівка Скалецького буд. 2,sr.mihailivka@gmail.com,(04352)4-33-95
35261280,19850 Черкаська Драбівський Михайлівка Леніна буд. 1,19850 Черкаська Драбівський Михайлівка Леніна буд. 1,drabvmsrada@gmail.com,0473897231
04353238,70030 Запорізька Вільнянський Михайлівка Слободчикова буд. 17,70030 Запорізька Вільнянський Михайлівка Слободчикова буд. 17,mihrada@yandex.ru,0614393453
21047603,39443 Полтавська Машівський Михайлівка Молодіжна буд. 17,39443 Полтавська Машівський Михайлівка Молодіжна буд. 17,Відсутня,(05364)9-41-21
04336174,92941 Луганська Кремінський Михайлівка Леніна буд. 127,92941 Луганська Кремінський Михайлівка Леніна буд. 127,rajrada@krem.lg.ua,06454-2-12-14
04418400,60408 Чернівецька Глибоцький Михайлівка Центральна буд. 59,60408 Чернівецька Глибоцький Михайлівка Центральна  буд. 59,rada.mihalivka@yandex.ua,(03734) 4-61-33
04325874,24527 Вінницька Ямпільський Михайлівка Леніна буд. 44,24527 Вінницька Ямпільський Михайлівка Леніна буд. 44,muhaylivkasr@e-mail.ua,(04336)2-67-42
04416694,59040 Чернівецька Сторожинецький Михальча Головна буд. 37А кiмната б/н,59040 Чернівецька Сторожинецький Михальча Головна буд. 37А кiмната б/н,muxalcha-sr@ukrpost.ua,(03735)35-2-21
20124141,45714 Волинська Горохівський Михлин Молодіжна буд. 12,45714 Волинська Горохівський Михлин Молодіжна буд. 12,muhlun.rada@gmail.com,0337998135
22543764,37570 Полтавська Лубенський Михнівці Леніна буд. 54,37570 Полтавська Лубенський Михнівці Леніна буд. 54,miknovtsi@ukr.net,
04354054,78280 Івано-Франківська Коломийський Мишин Колгоспна  буд. 22,78280 Івано-Франківська Коломийський Мишин Колгоспна  буд. 22,myshin_ko@ukr.net,(03433) 60035
04335275,45326 Волинська Іваничівський Мишів Колгоспна  буд. 11а,45326 Волинська Іваничівський Мишів Колгоспна  буд. 11а,myshiv-rada@ukr.net,
25321780,35100 Рівненська Млинівський Млинів Народна буд. 1,35100  Рівненська Млинівський Млинів Народна буд. 1,Mlynivrajrada@ukr.net,03659 6-59-82
04386338,35100 Рівненська Млинівський Млинів Ватутіна буд. 1,35100 Рівненська Млинівський Млинів Ватутіна буд. 1,mlyniv@online.ua,(03659)6-44-51
04342080,87311 Донецька Амвросіївський Многопілля Шкільна буд. 4а,87311 Донецька Амвросіївський Многопілля Шкільна буд. 4а,sovet@amvr.dc.ukrtel.net,0625937513
04335298,45315 Волинська Іваничівський Мовники Л.Українки буд. 19,45315 Волинська Іваничівський Мовники Л.Українки буд. 19,mov-rada@ukr.net,
04359028,09043 Київська Сквирський Мовчанівка Садова буд. 1,09043 Київська Сквирський Мовчанівка Садова буд. 1,Відсутня,04568-3-55-45
04387023,35832 Рівненська Острозький Могиляни Центральна буд. 75,35832 Рівненська Острозький Могиляни Центральна буд. 75,ostrohrayrada2@ukr.net,(03654) 59-3-44
20632587,27612 Кіровоградська Кіровоградський Могутнє Кірова буд. 132,27612 Кіровоградська Кіровоградський Могутнє Кірова буд. 132,mogutnesr@mail.ru,(0522)314515
04528821,92326 Луганська Новопсковський Можняківка Красноармійська буд. 85,92326 Луганська Новопсковський Можняківка Красноармійська буд. 85,mozrada@yandex.ru,80646391485
34238402,19815 Черкаська Драбівський Мойсівка Кооперативна буд. 4,19815 Черкаська Драбівський Мойсівка Кооперативна буд. 4,Moysivkasilrada@gmail.com,0473892331
04387830,34634 Рівненська Березнівський Моквин Надслучанська буд. 4,34634 Рівненська Березнівський Моквин Надслучанська буд. 4,mokvyn-sr@ukr.net,(03653)51343
04333313,44840 Волинська Турійський Мокрець О.С. Васильчука буд. 73,44840 Волинська Турійський Мокрець О.С. Васильчука буд. 73,mokrets@turadm.gov.ua,0336395542
25939511,94415 Луганська Краснодонський Молодогвардійськ Леніна буд. 13,94415 Луганська Краснодонський Молодогвардійськ Леніна буд. 13,Відсутня,0643573807
04354060,78271 Івано-Франківська Коломийський Молодятин Січових Стрільців  буд. 68,78271 Івано-Франківська Коломийський Молодятин Січових Стрільців  буд. 68,molodat@mail.ru,(03433) 69010
20511926,71716 Запорізька обл. Токмацький р-н м.Молочанськ вул.Педенко буд. 17,71716 Запорізька обл. Токмацький р-н м.Молочанськ вул.Педенко буд. 17,molochansk@ukrpost.ua,0617840230
25769919,19100 Черкаська Монастирищенський м. Монастирище вул. Леніна буд. 117,19100 Черкаська Монастирищенський м. Монастирище вул. Леніна буд. 117,monastirishenska_miskrada@mail.ru,0474621051
04526118,45314 Волинська Іваничівський Морозовичі Колгоспна буд. 15,45314 Волинська Іваничівський Морозовичі Колгоспна буд. 15,moroz-rada@ukr.net,
04372448,82482 Львівська Стрийський Моршин Івана Франка буд. 15,82482 Львівська Стрийський Моршин Івана Франка буд. 15,morshin_rada@ukr.net,0326060202
26307500,81300 Львівська Мостиський Мостиська Грушевського буд. 6,81300 Львівська Мостиський Мостиська Грушевського буд. 6,MostRada@i.ua,(032-34) 4-14-92
04373376,82563 Львівська Турківський Мохнате Івана Франка  буд. 1,82563 Львівська Турківський Мохнате Івана Франка  буд. 1,mokhnate@ukr.net,0326935115
04416039,15040 Чернігівська Ріпкинський Мохначі Радянська буд. 8,15040 Чернігівська Ріпкинський Мохначі Радянська буд. 8,Відсутня,(04641) 4-84-40
04418819,60121 Чернівецька Кельменецький Мошанець Бернівська буд. 9,60121 Чернівецька Кельменецький Мошанець Бернівська буд. 9,moshanets@meta.ua,
04365307,27453 Кіровоградська Знам'янський Мошорине Леніна буд. 1-є,27453 Кіровоградська Знам'янський Мошорине Леніна буд. 1-є,cool.msr@yandex.ru,(05233)45249
04526615,35833 Рівненська Острозький Мощаниця Шкільна буд. 1,35833 Рівненська Острозький Мощаниця Шкільна буд. 1,ostrohrayrada2@ukr.net,(03654) 77-2-19
04334011,45030 Волинська Ковельський Мощена 40-річчя Перемоги буд. 66,45030 Волинська Ковельський Мощена 40-річчя Перемоги буд. 66,Moschena@gmail.com,(03352) 58-0-27
20856453,81062 Львівська Яворівський Мужиловичі Колгоспна буд. немає,81062 Львівська Яворівський Мужиловичі Колгоспна буд. немає,myzulovichi@meta.ua,0000000000
26347865,75023 Херсонська Білозерський Музиківка вул. 40 років Перемоги буд.  35,75023 Херсонська Білозерський Музиківка вул. 40 років Перемоги буд.  35,Muz-rada@meta.ua,(05547)56-4-86
04388291,34320 Рівненська Володимирецький Мульчиці Центральна  буд. 13а,34320 Рівненська Володимирецький Мульчиці Центральна  буд. 13а,mulchyci@silrada.rv.ua,( 03634 ) 9 - 34 - 40
04325974,23400 Вінницька Мурованокуриловецький Муровані Курилівці Леніна буд. 45,23400 Вінницька Мурованокуриловецький Муровані Курилівці Леніна буд. 45,mksr2@rambler.ru,0435623003
25436230,90000 Закарпатська Міжгірський Міжгір'я Шевченка буд. 97 кiмната 208,90000 Закарпатська Міжгірський Міжгір'я Шевченка буд. 97 кiмната 208,mrada@mgir.net.ua,(03146)21065
04386545,35740 Рівненська Здолбунівський Мізоч Липки буд. 12,35740 Рівненська Здолбунівський Мізоч Липки буд. 12,mizoch_rada@mail.ru,03652-40169
04337133,92633 Луганська Сватівський Мілуватка Радянська буд. 39,92633 Луганська Сватівський Мілуватка Радянська буд. 39,Відсутня,(06471)3-39-63
04332704,45112 Волинська Рожищенський Навіз Б. Хмельницького буд. 7,45112 Волинська Рожищенський Навіз Б. Хмельницького буд. 7,naviz.rozhadm@gmail.com,0336897431
04373086,81021 Львівська Яворівський Нагачів немає буд. немає,81021 Львівська Яворівський Нагачів немає буд. немає,nagachiv@meta.ua,0000000000
20477603,72441 Запорізька Приазовський Надеждине Шкільна буд. 3,72441 Запорізька Приазовський Надеждине Шкільна буд. 3,Відсутня,0613393322
04525030,53042 Дніпропетровська Криворізький Надеждівка Садова буд. 22,53042 Дніпропетровська Криворізький Надеждівка Садова буд. 22,krnadejdsil@mail.dp.gov.ua,(056)4772170
21045455,38733 Полтавська Полтавський Надержинщина Молодіжна буд. 7,38733 Полтавська Полтавський Надержинщина Молодіжна буд. 7,nadsilr@gmail.com,0532554234
04527615,27642  Кіровоградська Кіровоградський Назарівка Жукова буд. 19-а,27642  Кіровоградська Кіровоградський Назарівка Жукова буд. 19-а,nazarivsr@i.ua,(0522)314365
04368903,97062 Автономна Республіка Крим Красногвардійський Найдьонівка Комсомольська буд. 33,97062 Автономна Республіка Крим Красногвардійський Найдьонівка Комсомольська буд. 33,sovet@nayden.kr.strace.net,(06556) 64537
25248066,81032 Львівська Яворівський Наконечне Друге Івана Франка буд. 102,81032 Львівська Яворівський Наконечне Друге Івана Франка буд. 102,nakonechne@meta.ua,0000000000
13577115,11400 Житомирська Народицький смт. Народичі 1-го Травня буд. 15,11400 Житомирська Народицький смт. Народичі 1-го Травня буд. 15,ray-rada-narod@i.ua,04140 21531
25478984,70430 Запорізька Запорізький Наталівка 8 Березня буд. 93,70430 Запорізька Запорізький Наталівка 8 Березня буд. 93,natalivskaradazp@gmail.com,0612878901
04337831,52430 Дніпропетровська Солонянський Наталівка Комсомольська буд. 61,52430 Дніпропетровська Солонянський Наталівка Комсомольська  буд. 61,solnatalsil@mail.dp.gov.ua,(05669) 93-5-25
04336180,92917 Луганська Кремінський Невське Яроцького буд. 15,92917 Луганська Кремінський Невське Яроцького буд. 15,Відсутня,06454-9-55-16
04339876,53012 Дніпропетровська Криворізький Недайвода Рората буд. 103 кiмната -,53012 Дніпропетровська Криворізький Недайвода Рората буд. 103 кiмната -,krnedayvsil@mail.dp.gov.ua,(056)477-63-22
04416022,15046 Чернігівська Ріпкинський Неданчичі Тітова буд. 69,15046 Чернігівська Ріпкинський Неданчичі Тітова буд. 69,Відсутня,(04641) 4-85-42
04417412,60152 Чернівецька Кельменецький Нелипівці Головна буд. 41,60152 Чернівецька Кельменецький Нелипівці Головна буд. 41,nelupivtsi@meta.ua,
04351529,89308 Закарпатська Свалявський Неліпино вул.Головна буд. 157,89308 Закарпатська Свалявський Неліпино вул.Головна буд. 157,sr.nelipyno@ukr.net,(03133)3-31-31
04327028,23450 Вінницька Мурованокуриловецький Немерче Центральна буд. 23,23450 Вінницька Мурованокуриловецький Немерче Центральна буд. 23,Відсутня,(043)5633769
04373293,81013 Львівська Яворівський Немирів пл. Ринок буд. 1,81013 Львівська Яворівський Немирів пл. Ринок буд. 1,nemyriv-rada@meta.ua,0325927566
23569872,07853 Київська Бородянський Немішаєве Садова  буд. 3,07853 Київська Бородянський Немішаєве Садова буд. 3,nemrada@ukr.net,04577-41-2-36
04361189,09843 Київська Тетіївський Ненадиха Шевченка буд. 3,09843 Київська Тетіївський Ненадиха Шевченка буд. 3,raj_tetv@ukr.net,04560 3-62-25
04377753,67661 Одеська Біляївський Нерубайське пл. Партизан буд. 4,67661 Одеська Біляївський Нерубайське пл. Партизан буд. 4,nerubajskoe@yandex.ru,(0482)36-30-90
04332302,45652 Волинська Луцький Несвіч Центральна буд. 53,45652 Волинська Луцький Несвіч Центральна буд. 53,nesvitch@gmail.com,0332797582
04415755,17572 Чернігівська Прилуцький Нетяжино Перемоги буд. 13,17572 Чернігівська Прилуцький Нетяжино Перемоги буд. 13,Відсутня,(04637) 61235
